,Rent,House ID,Square meters house,Number of Bedrooms,Location,Description,rent_per_sqrmeter
4732,280,2110326899,27,1,Patisia (Athens)," 16/10/2020 - ATHENS, PATISIA, Studio, 27 sq.m, year built 1965, 1 rooms, 2nd,  Various Characteristics: facing ...                        ",10.37037037
4733,420,2110262842,45,1,Neapoli Exarcheion (Athens)," 18/11/2020 - Apartment in a beautiful neighborhood of Exarchia, very close to Asklipiou street, 45sqm, consist ...                        ",9.333333333
4734,1280,219934661,45,1,Kolonaki (Kolonaki - Lykavittos), 19/7/2020 -  ,28.44444444
4735,420,2110520930,52,1,Kato Ilisia (Athens), 20/12/2020 -  ,8.076923077
4736,2000,2110447320,190,0,Mets (Athens)," 9/12/2020 - The asset is a building of 190,50 sqm. located in Mets, Athens Center next to Kareas and Vouliagm ...                        ",10.52631579
4737,3500,217840068,120,3,Kolonaki (Kolonaki - Lykavittos)," 7/12/2020 - KOLONAKI, Kolonaki Square: Furnished luxurious apartment 120sq.m, 2nd floor, renovated 2018, brig ...                        ",29.16666667
4738,590,216900104,38,1,Fokionos Negri (Athens), 7/12/2020 - Studio 52 is in a building which accommodates exclusively students.  Hamlet Kipseli is ideally lo ...                        ,15.52631579
4739,850,213113271,45,1,Mets (Athens), 9/8/2020 - Set on the elevated ground floor of a small building with three residences this charming modern f ...                        ,18.88888889
4740,450,#,60,1,Agios Thomas (Athens), 17/12/2020 -  ,7.5
4741,320,2110293980,27,1,Agios Ioannis (Athens), 10/10/2020 -  ,11.85185185
4742,600,2110143247,90,2,Akadimia (Athens), 14/12/2020 -  ,6.666666667
4743,500,219965032,92,0,Osios Loukas (Athens), 25/9/2020 -  ,5.434782609
4744,650,219422984,110,3,Elinoroson (Athens), 7/2/2020 - Γωνιακό οροφοδιαμέρισμα 110 τ.μ. 4ου ορόφου σε εξαιρετικό σημείο στην περιοχή Ελληνορώσων. Αποτελ ...                        ,5.909090909
4745,600,2110552510,67,0,Ilisia (Athens)," 16/12/2020 - Athens, Ilisia, Apartment For Rent, 67 sq.m., Property Status: Very Good, Floor: 2nd, (1 Master), ...                        ",8.955223881
4746,3500,2110398710,290,3,Kentro (Athens), 3/11/2020 -  ,12.06896552
4747,700,219951529,100,2,Alsos Pagkratiou (Athens), 28/8/2020 -  ,7
4748,1350,216682582,140,1,Ilisia (Athens)," 20/3/2020 - For Rent Apartment, Athens ,Ilisia 140sq.m ,  3 rooms ,2 level/s ,2 bath/s , 1979 built year ,  f ...                        ",9.642857143
4749,650,#,75,1,Plateia Vathis (Athens)," 19/11/2020 - Vathis Square, Stournari 71 street, apartment 75 sq.m., 5th floor, renovated extremely well with  ...                        ",8.666666667
4750,1000,2110380148,75,1,Plaka (Athens)," 19/12/2020 - DUPLEX 75 sq.m. 1st FLOOR IN PLAKA, AT THE ROAD LYSIKRATOUS. IT IS CONSISTED OF: 1 BEDROOM, LIVIN ...                        ",13.33333333
4751,470,2110279538,102,2,Kato Patisia (Athens), 12/11/2020 -  ,4.607843137
4752,700,#,67,2,Erithros (Athens), 31/10/2020 -  ,10.44776119
4753,2300,219997821,200,2,Kolonaki (Kolonaki - Lykavittos), 28/7/2020 -  ,11.5
4754,750,219012654,98,2,Pagkrati (Athens)," 24/9/2020 - For Rent Apartment, Athens, Pagrati, 98 sq.m., 2nd Floor, 2 Bedrooms, 1 Bathrooms, 1 WC, 1 Κitche ...                        ",7.653061224
4755,650,2110556924,97,2,Ano Kipseli - Evelpidon (Athens), 22/12/2020 -  ,6.701030928
4756,750,2110150489,96,2,Elinoroson (Athens)," 14/9/2020 - Εξαιρετικό διαμπερές διαμέρισμα 96 τ.μ. Αποτελείται από ενιαίο σαλόνι με κουζίνα, 2 Υ/Δ και μπάνι ...                        ",7.8125
4757,730,#,120,4,Gkrava (Athens), 12/12/2020 -  ,6.083333333
4758,690,2110377167,98,3,Ampelokipoi - Pentagon (Athens)," 27/10/2020 - For Rent Apartment, Athens, Ampelokipoi, 98 sq.m., 1rst Floor, 3 Bedrooms, 1 Bathrooms, 1 Κitchen ...                        ",7.040816327
4759,650,2110328048,77,2,Ilisia (Athens), 15/12/2020 -  ,8.441558442
4760,380,2110176616,34,1,Neos Kosmos (Athens), 24/12/2020 - Neos Kosmos Penthouse Studio for rent 34sq.m. Furnished with a huge terrace overlooking the whole ...                        ,11.17647059
4761,450,2110390888,56,1,Platia Gkizi (Athens)," 30/10/2020 - Bedrooms (1),Floor (3rd),Year Built (1977),Living Room,Hall,Kitchen,Bathrooms (1),Heating Type (C ...                        ",8.035714286
4762,900,219087721,89,2,Ilisia (Athens), 10/7/2020 -  ,10.11235955
4763,850,213571763,68,1,Kolonaki (Kolonaki - Lykavittos)," Excellent apartment of 68 sq.m. on the 3rd floor, in the best location with excellent access to t ...                        ",12.5
4764,450,219699695,29,1,Plateia Mavili (Athens), 9/7/2020 -  ,15.51724138
4765,2000,#,131,3,Kallimarmaro (Athens)," 29/11/2020 - Amazing apartment, recently fully renovated, in Mets! Located next to ""Kallimarmaro"" ancient stad ...                        ",15.26717557
4766,450,#,50,1,Fix (Koukaki - Makrygianni), 30/11/2020 -  ,9
4767,530,219882686,69,2,Kentro (Athens), 25/9/2020 -  ,7.68115942
4768,950,2110548858,85,1,Gkazi (Athens), 17/12/2020 -  ,11.17647059
4769,480,2110436594,35,1,Metaxourgeio (Athens)," 17/11/2020 - appartment 35 square meters in Metaxourgeio in the middle floor, furnitured, suitable for 6 perso ...                        ",13.71428571
4770,450,2110123584,96,2,Fokionos Negri (Athens), 1/9/2020 -  ,4.6875
4771,1000,219903492,110,2,Hilton (Athens)," 7/7/2020 - HILTON 500m from metro station Evaggelismos,110sqm apartment, 2 bedrooms, 3rd floor, single livin ...                        ",9.090909091
4772,10000,217337377,500,5,Thiseio (Athens), 23/11/2020 -  ,20
4773,1200,2110494403,125,2,Kolonaki (Kolonaki - Lykavittos)," 29/11/2020 - For Rent Apartment, Athens, Kolonaki, 125 sq.m., 2 Levels, 5th Floor, 2 Bedrooms, (1 Master), 1 B ...                        ",9.6
4774,6000,219861075,275,4,Rigilis (Kolonaki - Lykavittos), 23/12/2020 - PRESIDENTIAL PALACE - In a high profile building a very aristocratic 275 m²  4th floor apartment. ...                        ,21.81818182
4775,1300,219582274,126,2,Soutsou (Athens), 18/3/2020 -  ,10.31746032
4776,1200,219382473,77,0,Kolonaki (Kolonaki - Lykavittos)," 19/5/2020 - KOLONAKI (on pedestrian street), apartment of 77 sq.m., 4th floor. It consists of 3 office spases ...                        ",15.58441558
4777,950,217874954,85,2,Plateia Mavili (Athens)," 14/12/2020 - Renovated apartment full furnished 80 sqm, mezzanine, in the region of Mavili square.  It consist ...                        ",11.17647059
4778,680,2110440057,45,2,Hilton (Athens)," 12/11/2020 - For Rent Apartment, Athens, Chilton, 45 sq.m., 1 Levels, 1rst Floor, 2 Bedrooms, 1 Bathrooms, 1 Κ ...                        ",15.11111111
4779,365,2110507101,45,1,Exarcheia (Athens)," 2/12/2020 - House, Apartment, 45.0sqm, Ground floor, Bedroom 1, Bathrooms 1, Kitchens 1, Living rooms 1, Reno ...                        ",8.111111111
4780,400,2110419394,70,2,Ilisia (Athens), 16/12/2020 -  ,5.714285714
4781,1200,2110331603,92,1,Pagkrati (Athens)," 23/12/2020 - (Proskopon Square) In an excellent location, penthouse maisonette 92 sq.m, 5th floor, minimal aes ...                        ",13.04347826
4782,800,2110001652,128,3,Kolonaki (Kolonaki - Lykavittos), 29/7/2020 -  ,6.25
4783,1250,219930651,120,3,Pagkrati (Athens), 18/12/2020 -  ,10.41666667
4784,1500,218153135,110,2,Kolonaki (Kolonaki - Lykavittos),  ,13.63636364
4785,530,219960514,77,2,Metaxourgeio (Athens), 25/9/2020 -  ,6.883116883
4786,600,219638344,80,2,Erithros (Athens), 18/12/2020 -  ,7.5
4787,700,218862326,52,1,Kolonaki (Kolonaki - Lykavittos)," 22/10/2020 - KOLONAKI - QUIET YET CENTRALLY LOCATED CLOSE TO EVANGELISMOS METRO STATION. A very sunny, renovat ...                        ",13.46153846
4788,500,219924978,80,2,Ilisia (Athens), 6/10/2020 -  ,6.25
4789,1000,219505825,110,4,Nea Filothei (Athens), 25/2/2020 - Γωνιακό πλήρως ανακαινισμένο οροφοδιαμέρισμα 110 τ.μ. στα όρια Ν.Φιλοθέης με Π.Ψυχικό. Αποτελείτα ...                        ,9.090909091
4790,350,2110556800,60,1,Thimarakia (Athens)," 17/12/2020 - Renovated and furnished ,livingroom plus bedroom apartment in the Center of Athens , close to the ...                        ",5.833333333
4791,650,219513090,62,1,Kato Ilisia (Athens), 5/12/2020 -  ,10.48387097
4792,500,2110447112,55,1,Ag. Meletiou - Viktorias Sq. - Marni (Athens), 14/11/2020 -  ,9.090909091
4793,600,#,30,0,Plaka (Athens)," 16/9/2020 - Located on the 3rd floor of a typical Athenian building in the heart of Plaka, Martin's Akropolis ...                        ",20
4794,430,219696535,78,3,Kipseli (Athens)," 3/12/2020 - KYPSELI, Apartment, 77 sq.m, year built 1970, 3 rooms, 2nd,  Various Characteristics: antiseismic ...                        ",5.512820513
4795,750,219295120,84,2,Ilisia (Athens)," 24/9/2020 - For Rent Penthouse, Athens, Ilisia, 84 sq.m., 5th Floor, 2 Bedrooms, (1 Master), 2 Bathrooms, 1 W ...                        ",8.928571429
4796,600,219173759,100,2,Fokionos Negri (Athens), 17/6/2020 -  ,6
4797,3500,218524997,230,3,Kolonaki (Kolonaki - Lykavittos), 21/12/2020 -  ,15.2173913
4798,430,2110089764,79,3,Kipseli (Athens)," 27/10/2020 - KYPSELI, Apartment, 79 sq.m, year built 1977, 3 rooms, 1st,  Various Characteristics: antiseismic ...                        ",5.443037975
4799,600,219695894,120,2,Goudi (Athens), 9/7/2020 -  ,5
4800,600,2110537638,70,2,Ano Petralona (Athens)," 22/12/2020 - Bedrooms (2),Floor (Ground Floor),Construction Status (Very Good),Year Built (1969),Renovation Ye ...                        ",8.571428571
4801,1300,218216415,80,1,Kolonaki (Kolonaki - Lykavittos)," 1/7/2020 - KOLONAKI - ZALOKOSTA.  In a central quiet pedestrian street and in a high profile building, a sun ...                        ",16.25
4802,2000,216265293,100,2,Kolonaki - Lykavittos (Athens - Center),  ,20
4803,3000,2110351941,571,0,Omonoia (Athens)," 12/11/2020 - A, Building Professional 571 sq.m., 7 levels, 1st basement, year of construction 2007, good condi ...                        ",5.253940455
4804,700,2110322536,97,2,Koukaki - Pediki Chara (Koukaki - Makrygianni), 14/10/2020 -  ,7.216494845
4805,800,216826021,86,2,Pagkrati (Athens), 30/10/2020 -  ,9.302325581
4806,1250,215290952,70,2,Kolonaki (Kolonaki - Lykavittos), 23/12/2020 - The above mentioned price is valid only in the event of prepayment. Multiple payment options also ...                        ,17.85714286
4807,1700,2110556999,220,3,Kipseli (Athens), 17/12/2020 -  ,7.727272727
4808,650,219892401,98,3,Platia Gkizi (Athens), 19/11/2020 -  ,6.632653061
4809,750,#,65,0,Metaxourgeio (Athens)," 29/9/2020 - A stylish space full of light, with a modern artsy feel and a lot of attention to design and deta ...                        ",11.53846154
4810,700,219173752,120,2,Fokionos Negri (Athens),  ,5.833333333
4811,600,2110346594,53,1,Pagkrati (Athens)," 12/11/2020 - PAGRATI, Apartment 53 sq.m., furnished, 5th floor, year of construction 2017, reconstructed in 20 ...                        ",11.32075472
4812,750,219753114,145,3,Neos Kosmos (Athens), 26/10/2020 -  ,5.172413793
4813,450,2110180244,70,2,Kato Petralona (Athens), 12/11/2020 - PETRALONA - 1st FLOOR APARTMENT of 70 sq.m.  - IN VERY GOOD CONDITION of MAINTENANCE   6 minutes  ...                        ,6.428571429
4814,450,219690379,73,2,Plateia Amerikis (Athens), 12/5/2020 -  ,6.164383562
4815,250,2110377424,30,1,Exarcheia (Athens)," 23/12/2020 - Renovated studio, basement with beautiful courtyard. Renovated, in excellent condition. It is loc ...                        ",8.333333333
4816,1700,2110198776,50,1,Kolonaki (Kolonaki - Lykavittos)," 21/12/2020 - FURNISHED PENTHOUSE 50SQ,M IN THE HEART OF KOLONAKI WITH 30SQ,M VERANDA WITH ACROPOLIS VIEW.                        ",34
4817,550,217348840,83,2,Agios Eleftherios (Athens), 16/10/2020 -  ,6.626506024
4818,550,219700248,98,2,Plateia Koliatsou (Athens), 24/12/2020 -  ,5.612244898
4819,720,2110501258,96,3,Exarchia - Neapoli (Athens)," 8/12/2020 - ATHENS, Apartment, 96 sq.m, year built 1965, renovated in 2020, 3 rooms, 4th, property ID: 17292, ...                        ",7.5
4820,750,219855599,172,3,Patision - Acharnon (Athens), 22/7/2020 -  ,4.360465116
4821,340,2110524721,35,1,Exarcheia (Athens)," 22/12/2020 - Furnished (Fully),Bedrooms (1),Floor (4th),Renovation Year (2020),Living Room,Kitchen,Bathrooms ( ...                        ",9.714285714
4822,350,2110384410,53,1,Kipseli (Athens)," 29/10/2020 - KYPSELI, Apartment, 53 sq.m, year built 1977, 1 rooms, 1st,  Various Characteristics: availavble, ...                        ",6.603773585
4823,300,2110385521,30,0,Kolonaki - Lykavittos (Athens - Center), 7/12/2020 -  ,10
4824,420,2110089500,80,1,Kipseli (Athens), 23/12/2020 -  ,5.25
4825,800,219934648,65,2,Ano Petralona (Athens), 2/10/2020 -  ,12.30769231
4826,370,219289645,50,0,Kolonos (Kolonos - Kolokynthous),  ,7.4
4827,1900,#,97,2,Kolonaki (Kolonaki - Lykavittos)," 20/9/2020 - Fully renovated and refurbished, this stylish and elegant 2 bdr-2 bth corner penthouse apartment  ...                        ",19.58762887
4828,450,216960476,45,1,Rizoupoli (Athens)," 19/12/2020 - For Rent Apartment, Athens, Perissos-Rizoupoli, 45 sq.m., Ground floor Floor, 1 Bedrooms, 1 Bathr ...                        ",10
4829,690,219816610,70,2,Ilisia (Athens), 29/9/2020 -  ,9.857142857
4830,310,2110115401,33,1,Exarchia - Neapoli (Athens), 24/12/2020 -  ,9.393939394
4831,670,219339443,80,2,Ampelokipoi (Athens)," 7/2/2020 - Πλήρως ανακαινισμένο διαμέρισμα 80 τ.μ. σε πολύ βολικό σημείο. Αποτελείται από 2 Υ/Δ, μεγάλο σαλό ...                        ",8.375
4832,380,2110520518,71,1,Kipseli (Athens)," 8/12/2020 - ATHENS, Apartment, 71 sq.m, year built 1967, 1 rooms, 2nd,  Condition: requires renovation, Heati ...                        ",5.352112676
4833,750,2110467710,100,2,Platia Gkizi (Athens)," 20/11/2020 - Athens, Gyzi-Plateia Gyzi, Apartment For Rent, 100 sq.m., Floor: 4th, 2 Bedrooms 1 Kitchen(s), 1  ...                        ",7.5
4834,350,219954331,27,1,Koukaki - Pediki Chara (Koukaki - Makrygianni), 19/10/2020 -  ,12.96296296
4835,1150,#,50,1,Gkazi (Athens)," 15/12/2020 - Unique loft, completely renovated in 2020 , so far on Airbnb, in a modern building, with fantasti ...                        ",23
4836,380,2110322623,50,1,Ampelokipoi (Athens), 14/10/2020 -  ,7.6
4837,370,219371115,64,2,Osios Loukas (Athens), 16/10/2020 -  ,5.78125
4838,570,2110173635,50,1,Ampelokipoi (Athens)," 15/9/2020 - Εξαιρετικό γωνιακό διαμέρισμα 4ου ορόφου πολύ κοντά στο μετρό Πανόρμου. Αποτελείται από 1 Υ/Δ, σα ...                        ",11.4
4839,380,218230372,64,1,Profitis Ilias (Athens),  ,5.9375
4840,650,2110350627,66,2,Koukaki - Makrygianni (Athens - Center), 23/12/2020 - The building is on a plot of 290sqm (building ratio x3.6) consisted of 3 levels of total surface  ...                        ,9.848484848
4841,1280,219119707,113,3,Kolonaki (Kolonaki - Lykavittos),  ,11.32743363
4842,390,217756220,75,2,Agios Nikolaos (Athens), 16/10/2020 -  ,5.2
4843,500,#,56,1,Center (Athens)," 27/11/2020 - Fully renovated one bedroom apartment, in a quite neighbourhood of Neos Kosmos, very close to the ...                        ",8.928571429
4844,540,2110360463,90,2,Plateia Vathis (Athens), 18/11/2020 -  ,6
4845,550,219965327,75,2,Gizi - Pedion Areos (Athens), 25/9/2020 -  ,7.333333333
4846,470,219963466,78,2,Plateia Amerikis (Athens), 25/9/2020 -  ,6.025641026
4847,600,218758002,30,1,Kallimarmaro (Athens)," 19/12/2020 - STUDIO 30sqm. 3rd FLOOR IN AMPHITHEATRIC PLOT, IN ATHENS. IT IS CONSISTED OF: 1 ROOM, KITCHEN, BA ...                        ",20
4848,500,2110485751,86,2,Ag. Meletiou - Viktorias Sq. - Marni (Athens), 26/11/2020 -  ,5.813953488
4849,450,2110459174,78,2,Mouseio (Athens)," 16/12/2020 - Athens, Exarcheia-Mouseio, Apartment For Rent, 78 sq.m., Property Status: Refurbished, Floor: 3rd ...                        ",5.769230769
4850,350,2110148738,50,0,Kolonaki (Kolonaki - Lykavittos), 20/12/2020 -  ,7
4851,900,2110016005,117,2,Ilisia (Athens), 3/8/2020 -  ,7.692307692
4852,2000,219056623,170,2,Kolonaki (Kolonaki - Lykavittos), 23/12/2020 -  ,11.76470588
4853,1300,219744540,75,2,Pagkrati Center (Athens), 11/11/2020 -  ,17.33333333
4854,2000,218333209,117,3,Kolonaki (Kolonaki - Lykavittos), 20/7/2020 -  ,17.09401709
4855,310,2110468557,29,1,Hilton (Athens), 16/12/2020 -  ,10.68965517
4856,600,219114767,32,1,Kinosargous (Athens)," Studio 32 sq.m. on the 3rd floor, front with comfortable balcony, built in 1972, deluxe renovated ...                        ",18.75
4857,820,215418644,88,1,Plaka (Athens), 24/11/2020 - The above mentioned price is valid only in the event of prepayment. Multiple payment options also ...                        ,9.318181818
4858,650,219936907,100,2,Pagkrati (Athens), 14/7/2020 -  ,6.5
4859,700,219787829,70,1,Ilisia (Athens), 30/10/2020 -  ,10
4860,450,217176395,75,2,Kato Patisia (Athens), 16/10/2020 -  ,6
4861,3500,#,220,2,Monastiraki (Athens), 10/7/2020 - Luxury Apartment with Acropolis View and steam room. 50m from Monastiraki square. Furnished                        ,15.90909091
4862,700,219480585,80,2,Metaxourgeio (Athens), 26/6/2020 -  ,8.75
4863,1500,216849548,90,3,Agios Artemios (Athens)," 90 sq.m. apartment for rent in Pagkrati, renovated in 2011, fully furnished,  5th floor with thre ...                        ",16.66666667
4864,550,2110524157,68,2,akadimia Platonos (Kolonos - Kolokynthous), 14/12/2020 -  ,8.088235294
4865,350,2110431088,52,1,Kolonos (Kolonos - Kolokynthous), 10/11/2020 -  ,6.730769231
4866,350,219941663,22,1,Neapoli Exarcheion (Athens), 2/8/2020 -  ,15.90909091
4867,650,219129327,55,1,Kolonaki (Kolonaki - Lykavittos), 6/8/2020 -  ,11.81818182
4868,350,219074016,75,1,Patisia (Athens),  ,4.666666667
4869,700,218203867,75,1,Pagkrati (Athens)," 24/9/2020 - For Rent Apartment, Athens, Pagrati, 75 sq.m., 1rst Floor, 1 Bathrooms, 1 Κitchen/s, Building Yea ...                        ",9.333333333
4870,425,219944723,42,1,Thiseio (Athens), 18/12/2020 - One bedroom apartment of 42 sq. m. fully refurbished in 2016 and equipped with all electrical app ...                        ,10.11904762
4871,400,2110437149,57,1,Sepolia - Skouze (Athens)," 11/11/2020 - A, N/A 57 sq.m., furnished, 3rd floor, year of construction 1980, n/a, 1 b/r, living room, bathro ...                        ",7.01754386
